text,aspect,sentiment
I noted it was crossed off on the bill .,bill,neutral
And the bill was outragous .,bill,negative
"I wo ""nt"" go back unless someone else is footing the bill .",bill,negative
"The $ 300 bill was a bit steep , but the experience was great .",bill,negative
But make sure you have enough room on your credit card as the bill will leave a big dent in your wallet .,bill,negative
Try the sea bass .,sea bass,positive
"But they do ""nt"" have a toaster , which is strange .",toaster,negative
now if they could only get a toaster .,toaster,negative
The exotic food is beautifully presented and is a delight in delicious combinations .,exotic food,positive
"Try the mediterranean salad , it is a true experience for your taste buds !!",mediterranean salad,positive
People are always friendly .,People,positive
"It was nice and fresh , but I ca ""nt"" give it high scores on being authentic thai .",thai,negative
But the thai is definitely not great -- bland and indistinguished .,thai,negative
"Got club soda, filled with ice, no lime .","club soda, filled with ice, no lime",neutral
"Oh , and the complimentary pudding dessert was just enough - yummy !",pudding dessert,positive
Decent wine selection too .,wine selection,positive
Stuffing yourself with Japanese food is a rare thing .,Japanese food,neutral
"The worst excuse for Japanese food I ""ve"" ever encountered .",Japanese food,negative
"Straight-forward , no surprises , very decent Japanese food .",Japanese food,positive
"I ""ve"" had better Japanese food at a mall food court .",Japanese food,negative
Our family never expected such incredible entertainment in a restaurant .,entertainment,positive
i would recommend reservations on weekends though .,reservations,neutral
"We had reservations at 9pm , but was not seated until 10:15 pm .",reservations,negative
"Last memorial day , I tried to make reservations but was told they were closed that weekend -LRB- interesting , but ... -RRB- .",reservations,negative
The restaraurant is very small so reservations are a must .,reservations,neutral
"the restaurant was completely empty , but she gave me a dirty look and asked , no reservations ?",reservations,neutral
We were a group of 8 and well seved .,seved,positive
Mermaid Inn is an overall good restaurant with really good seafood .,seafood,positive
"After a seafood craving , i checked citysearch and chose to go to Fish based on a previous review and the citysearch info .",seafood,neutral
The all you can eat deal is truly amazing here .,all you can eat deal,positive
They were such a rip-off -LRB- $ 8.95 for four small meat patties in steamed buns -RRB- and not worth trying .,meat patties in steamed buns,negative
The rest of the menu is limited by everything is good eats .,eats,positive
"great eats , good times .",eats,positive
We walked in on a Wednesday night and were seated promptly .,seated,positive
I found the variety of the sashimi plate to be satisfying - fresh and yummy .,sashimi plate,positive
Great place to grab a hot bagel on the way to work .,hot bagel,positive
We were looking forward to nice glass of Sangria when we arrived .,glass of Sangria,positive
I would highly recommand requesting a table by the window .,table by the window,positive
A touch more jalapeno heat for contrast and it would have been very good indeed .,jalapeno,positive
The location is perfect .,location,positive
"Unfortunately , unless you live in the neighborhood , it ""s"" not in a convenient location but is more like a hidden treasure .",location,negative
The lunch special is an asbolute steal .,lunch special,positive
"being a fan of spicy ethnic foods , indian included , i made friends with this place long ago .",spicy ethnic foods,positive
"If your visiting , you ""ll"" enjoy the ambiance and the fact that it ""s"" in Time Sq. . .",ambiance,positive
Zero ambiance to boot .,ambiance,negative
"However , their popularity has yet to slow down , and I still find myself drawn to their ambiance and delectable reputation .",ambiance,positive
"The ambiance was fine , a little loud but still nice and romantic .",ambiance,positive
Every course was better than the next .,course,positive
"Apparently , the good cook works then .",cook,positive
The Yellowtail was particularly good as well .,Yellowtail,positive
Very affordable and excellent ambient !,ambient,positive
I have never had cheescake like this .,cheescake,positive
Its a go-to for dates as well as entertaining out of town guests .,entertaining,positive
Why do people rave about the ambience .,ambience,negative
The ambience is very calm and quiet .,ambience,positive
"I like the ambience , it ""s"" very dark and original .",ambience,positive
The ambience is also more laid-back and relaxed .,ambience,positive
They charge $ 6.00 for rice .,rice,negative
"My steak au poivre was one of the worst I ""ve"" had .",steak au poivre,negative
"Perhaps this food is considered extreme to an Upper East Side resident , but for the rest of us who ""ve"" actually eaten ethnic food , this is simply dull .",ethnic food,negative
"Both are delicious , the cooks are friendly and are willing to take a moment and speak to you and shake your hand .",cooks,positive
My friend ordered some of their special sushi rolls which had excellent presentation and tasted great !,sushi rolls,positive
Although be warned their dinner menu to sit and take ou t prices are different .,take ou,neutral
Great atmoshere and worth every bit .,atmoshere,positive
"It ""s"" charmingly small and that leads to an atmoshere that is extremely cozy and romantic , even .",atmoshere,positive
At night the atmoshere changes turning into this hidden jewel that is waiting to be discovered .,atmoshere,positive
"Great vibe , lots of people .",vibe,positive
"Drinks got screwed up , she acted put upon .",Drinks,negative
My chow fun and chow see was really bland and oily .,chow fun and chow see,negative
The grilled cheese at home afterwards was better . !!,grilled cheese,positive
In summer-eat outside on a terrace -LRB- another great feature of Suan -RRB- !!!,terrace,positive
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisin e.,Japanese cuisin,negative
Love the Jazz bands on Fri and Sat .,Jazz bands,positive
"Do ""nt"" expect to sit down inside though , there are only a few tables and they are always full .",tables,negative
"At peak times , the restaurant is overcrowded and tables are uncomfortably close .",tables,negative
"it ""s"" the only place you can get yummy authentic japanese comfort food .",japanese comfort food,positive
We took advanatage of the half price sushi deal on saturday so it was well worth it .,half price sushi deal,positive
We were fast to order the appetizer platter since we were very hungry .,appetizer platter,neutral
"Largest and freshest pieces of sushi , and delicious !",pieces of sushi,positive
Even the pasta is delicious here -LRB- a rarity in New York pizza restaurants -RRB- .,pasta,positive
"Top spot in town for Vietnamese classics , better than places that cost a lot more .",Vietnamese classics,positive
less wait time for me !,wait time,positive
"Having discovered Ping ""s"" on the internet , we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in .",fish tanks,positive
"Here ""s"" to the fake fish tanks too ...",fish tanks,negative
"We had ""Pams"" special fried fish and it was amazing .","""Pams"" special fried fish",positive
"So , a little inconsistency there but either way , both pizzas were really good .",pizzas,positive
Not enough wines by the glass either .,wines by the glass,negative
I had the duck breast special on my last visit and it was incredible .,duck breast special,positive
My wife had the fried shrimp which are huge and loved it .,fried shrimp,positive
Try the green curry !!!,green curry,positive
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way .,fish,positive
"Grilled whole fish wonderful , great spicing .",fish,positive
Cheese plate is a varied delight and great bargain at $ 10 .,Cheese plate,positive
I could have drank 4 glasses of water and still been parched - so watch out .,glasses of water,neutral
"But they ""ve"" done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual) .",Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual),positive
Waitstaff are very friendly .,Waitstaff,positive
"Waitstaff is great , very attentive .",Waitstaff,positive
Will have to return to try the chocolate !,chocolate,positive
Our first time in New York and we had to try a New York Bagel .,New York Bagel,neutral
"Toons has recently been redone , so it ""s"" now a very attractive space .",space,positive
The space is traditional in feel .,space,neutral
Make sure you have the Spicy Scallop roll . . .,Spicy Scallop roll,positive
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar .,Indian dining experience,positive
Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato .,chocolate mud cake (warmed),positive
Try the chocolate mud cake -LRB- warmed -RRB- with 2 scoops of dulce de leche gelato .,dulce de leche gelato,positive
Really cool stauff inside .,stauff,positive
The best burger I have had in the Village .,burger,positive
"The burger was great , also .",burger,positive
Your money could easily be better spent elsewhere -LRB- Anywhere -RRB- .,money,neutral
"Overall , not worth the money .",money,negative
Thius is a must for anyone who loves Shabu-Shabu .,Shabu-Shabu,positive
"The crackling calamari salad , which is usually a cheap disaster at many restaurants , is crispy and lightly dressed .",crackling calamari salad,positive
"Not the greatest sushi place , but excellent for a $ 19.95 all you can eat .",sushi place,negative
"Shockingly easy to throw a group dinner here : simple contract , deposit only to hold the date the entire 2nd fl mezz for our grp of 20 .",group dinner,neutral
The Thai ice tea was amazingly smooth and yummy !,Thai ice tea,positive
"I think I ""ve"" had some the best meals of my life at minnow .",meals,positive
But the meals were terrible .,meals,negative
instead ordered an ice cold beer which to me works with indian .,beer,positive
Ummm ... the beer was cold .,beer,positive
This place is worth going even if only for their beer .,beer,positive
"Note that they do not serve beer , you must bring your own .",beer,negative
one of the best Chicken Tikka Masala .,Chicken Tikka Masala,positive
"The kitchen however , is almost always slow .",kitchen,negative
"For the quality of food , a little too expensive .",quality of food,negative
we decided to eat in tea room which was small and cute .,tea room,positive
Unique apppetizers .,apppetizers,positive
we were seated at the sushi bar in front of yasuda .,sushi bar,neutral
"I had the black cod with yuzu sauce , which was wonderful .",black cod with yuzu sauce,positive
Downstairs lounge is always a good attraction,Downstairs lounge,positive
The takeout is great too since they give high quality tupperware as well .,takeout,positive
Could be pricey without a prix fixe meal .,prix fixe meal,negative
"One of us actually liked the expresso - that ""s"" it .",expresso,positive
i recommend the thai popcorn : -RRB-,thai popcorn,positive
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off , like in this case .",owners,positive
"To the owners ; good job guys , this place is a keeper !",owners,positive
A bit breezy up there on the mezzanine from the wind coming from the tracks .,mezzanine,negative
I went to DF for Valentines Day dinner .,Valentines Day dinner,neutral
I LOVED THE SHOWS .,SHOWS,positive
"Then , get ripped on free box wine .",box wine,positive
"those rolls were big , but not good and sashimi was ""nt"" fresh .",sashimi,negative
-LRB- The sashimi is cut a little thinly .,sashimi,negative
"I have had so many dinners here and it ""s"" always been perfect - on a date with my husband , with my mom , with girlfriends and larger groups .",dinners,positive
"When you want a piece of beef , head on over .",beef,positive
As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling .,fried dumpling,positive
Delicious crab cakes too .,crab cakes,positive
It is run by the same Sichuan chef who started the chain in Chinatown .,Sichuan chef,neutral
"I ca ""nt"" wait for summer , when they serve outside on their gigantic patio .",patio,positive
We had a party in their private room and they made it truly memorable and were very helpful in the planning .,private room,neutral
Authentic Pakistani food .,Pakistani food,positive
I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST !,Thai noodles with shrimp and chicken and coconut juice,positive
The bartender on my most recent visit was so incredibly rude that I will never go back .,bartender,negative
"Ask for Usha , the nicest bartender in manhattan .",bartender,positive
Sweet Irish bartender is always happy and able to bring a smile to my friends a my face .,bartender,positive
Have the iced tea .,iced tea,positive
This is one of the best comfort food places in the city .,comfort food,positive
I had a huge pastrami sandwich on a roll .,pastrami sandwich,positive
This is the pinnacle of Indian Fast Food -LRB- all fast foods in my opinion -RRB- .,Indian Fast Food,positive
"Ballato ""s"" is consistently delicious authentic italian food .",italian food,positive
"It ""s"" traditional , simple italian food .",italian food,positive
Nothing better than buying a snapple for $ 3.25 too .,snapple,positive
"When family came in he gave them apps to test their palets , and then ordered for them .",apps,neutral
Right off the major deegan you get ladies from all over the city .,ladies,positive
Once they ran out of Gnochi and made it for me from scratch !,Gnochi,neutral
"Little Tonino ""s"" is just awesome , our favorite delivery place in Kennsington , honestly the best Gnochi I have ever had !",Gnochi,positive
We would like to thank Marcelo and Grace for a wonderful dining experience !!!,dining,positive
"I would definitely go back for a very special occasion , but not for regular fine dining .",dining,neutral
fine dining restaurant quality .,quality,positive
"If you are looking for a good quality , cheap eats - this is the place .",quality,positive
"I ""ve"" had the lunch buffet at Chennai a couple of times , when I have been in the neighborhood .",lunch buffet,neutral
Excellent lunch buffet for only $ 6.95 .,lunch buffet,positive
-LRB- and I have eaten my share -RRB- Which impresses me for having such a large amount of people to serve .,serve,positive
Slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .,wines,negative
I do suggest to ask to be seated upstairs if you are looking to be a little cozy .,upstairs,positive
"Saul is pretty good , but definitely not great .",Saul,neutral
We always get a sampling of appetizers and share .,appetizers,neutral
"we were tired and cold when we got to the restaurant , then we sat down to begin ordering appetizers .",appetizers,neutral
Their pad penang is delicious and everything else is fantastic .,pad penang,positive
"The flavors are very fresh and pretty inobtrusive , nothing flashy .",flavors,positive
The flavors robust and subtle .,flavors,positive
"It was good , but none of the flavors WOW .",flavors,neutral
big and soft as well as good lunch food .,lunch food,positive
The barebecued salmon is elegantly spiced and not at all dry .,barebecued salmon,positive
The highly spiced chai tea was great too .,chai tea,positive
"Seriously , this is the best all you can eat in town - As everyone says , the Spicy Tuna hand rolls are the best - have 4 of these , and you ""ve"" broken even .",Spicy Tuna hand rolls,positive
The meat dishes were only so-so .,meat dishes,neutral
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves .,Manager,positive
It took them 15 minutes to put water in our glasses .,water,neutral
"The Thali was small , thoroughly unremarkable , and $ 14.95 .",Thali,negative
The lox is always fresh too .,lox,positive
"After being told that our party of three would be seated in 10 minutes and watching other parties -LRB- multiples of 2 and higher -RRB- seated for 40 minutes , the three of us were squished into a small 2-person table .",2-person table,negative
Salads were fantastic .,Salads,positive
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $ 2.50 .,case of snapple,neutral
"The only thing the waiters do ""nt"" do for you is wipe your chin when you leave .",waiters,positive
Ive been here so many times the waiters know my name .,waiters,neutral
The waiters ALWAYS look angry and even ignore their high-tipping regulars .,waiters,negative
"The waiters were very professional , courteous and attentive .",waiters,positive
because the waiters need SEVERE ATTITUE ADJUSTMENTS .,waiters,negative
The waiters are very friendly and helpful and if you frequent they will remember you .,waiters,positive
"several times and put up with the waiters """" bad manners , knowing that their job is ""nt"" easy .",waiters,negative
Try sushimi cucumber roll .,sushimi cucumber roll,positive
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out .,salt,negative
"We all ate pasta ""entrees"" , which were great .","pasta ""entrees""",positive
I was here a few weeks back and we had the worst customer service experience at a restaurant ever .,customer service,negative
"Took my mom for Mother ""s"" Day , and the maitre ""d"" was pretty rude .","maitre ""d""",negative
The dinner menu is diverse and top-notch as well .,dinner menu,positive
IT IS WHAT MODERN CUISINE IS ALL ABOUT .,CUISINE,positive
"Oh yes , and if you are a fan of Indian oldies film stars , there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls , some of which , I would love to know where they obtained .",portraits,positive
"If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz ""s"" Deli down on the Lower East Side .",deli,positive
"Even upon delivery , their juicy pork buns are quite good . .",pork buns,positive
"Joe ""s"" Pizza used to have the best slice until this pizzeria opened up .",slice,positive
"Dessert - ca ""nt"" be missed , so save room !!!",Dessert,positive
Dessert was also to die for !,Dessert,positive
Ingredients are organic which is a real plus for me .,Ingredients,positive
"We concluded with tiramisu chocolate cake , both were delicious .",tiramisu chocolate cake,positive
The counter service is bad .,counter service,negative
They have some great entrees here as well .,entrees,positive
Another plus is most of the entrees are approx .,entrees,positive
"They do cater to American palates , but if you like it hot let them know and they are more than willing to oblige !",cater,positive
The garlic mashed potatoes are hands down the best in the city !,garlic mashed potatoes,positive
The lamb meat was under-cooked and EXTRMELY CHEWY .,lamb meat,negative
"The best pad thai i ""ve"" ever had .",pad thai,positive
i would just ask for no oil next time .,oil,negative
I ordered a Lassi and asked 4 times for it but never got it .,Lassi,neutral
Their coffee is quite good too !,coffee,positive
Did I mention that the coffee is OUTSTANDING ?,coffee,positive
I would only go for the coffee which is way better than Starbucks or the like .,coffee,positive
"Normally that would be improper , however they were all delicious and my host did not complain .",host,neutral
Taxan delicious !,Taxan,positive
"Southern Indian cuisine is still there , too .",Southern Indian cuisine,neutral
"They could ""nt"" even make a salad that was appealing .",salad,negative
Killer Sushi !,Sushi,positive
Sushi so fresh that it crunches in your mouth .,Sushi,positive
The jukebox plays everything from Italian Opera to The Strokes .,jukebox,positive
Plus they made a perfect martini .,martini,positive
"Their Margarita is best I ""ve"" had since I ""ve"" returned from Naples !",Margarita,positive
The tastes makes your mouth water for more .,tastes,positive
"Their sake list was extensive , but we were looking for Purple Haze , which was ""nt"" listed but made for us upon request !",sake list,positive
"My husband and I both ordered the Steak , medium .",Steak,neutral
Owner must have coem on this website to give himself credit .,Owner,neutral
Owner is pleasant and entertaining .,Owner,positive
Several of the dim sum orders had about 6-8 pieces .,dim sum orders,neutral
"I ""ve"" lived in NYC all my life and had never before seen so many waterbugs in one place -LRB- except in a really bad dream -RRB- .",waterbugs,negative
You can even get packages of the chutneys to stock your fridge !,chutneys,positive
The fried dumplings are GREAT !,fried dumplings,positive
This place has the best Chinese style BBQ ribs in the city .,BBQ ribs,positive
This is the perfect date spot for Williamsburg couples .,date spot,positive
"Seating is ok even though sometimes there ""s"" alot of people .",Seating,neutral
The food is alright - some stuff is good - some is not -LRB- like the steak dish which tends to be dry -RRB- .,steak dish,negative
"As a long-time patron of Mamoun ""s"" , I always figured that I had found the best late night food spot in the city .",food spot,positive
Get the tuna of gari .,tuna,positive
My boyfriend ate tuna and it was cooked perfectly !,tuna,positive
They showed up 15 minutes after the tuna melt .,tuna,positive
"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",bathroom,negative
Everything about this place is adorable - even the bathroom !,bathroom,positive
Best Reuben sandwich ever !,Reuben sandwich,positive
Wonderful strawberry daiquiries as well !,strawberry daiquiries,positive
Frites were delicious if a bit on the thick side .,Frites,positive
Here you get the zen feel without feeling rigid .,zen feel,positive
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,positive
"Light , refreshing summer rolls -LRB- not fried -RRB- remind me of Vietnamese places in Paris .",summer rolls,positive
No one asked what was wrong as we left with nothing touched on our plates .,plates,neutral
Indoor was very cozy and cute .,Indoor,positive
"Ambience is so cute and quaint , good for business although we were there on vacation .",Ambience,positive
"For years , I thought Tuscan cuisine was the best , but Salvatore converted me to the hearty Neapolitan fare on my first visit .",Neapolitan fare,positive
We ate at this Thai place following the reviews but very unhappy with the foods .,foods,negative
"There is a downside if you ""re"" ordering in -- the delivery guys have MAJOR attitude .",delivery guys,negative
If you go here - your focus should be the Tamarind Margaritas .,Tamarind Margaritas,positive
The filet mignon dish was superb !,filet mignon dish,positive
I really like both the scallops and the mahi mahi -LRB- on saffron risotto-yum ! -RRB- .,scallops,positive
I really like both the scallops and the mahi mahi (on saffron risotto - yum ! -RRB- .,mahi mahi (on saffron risotto,positive
"Do not get the Go Go Hamburgers , no matter what the reviews say .",Go Go Hamburgers,negative
The sandwhiches are out-of-this world !,sandwhiches,positive
"If you live in Upper Manhattan , Siam Square is THE place for Thia food .",Thia food,positive
"If you go for the pre-theatre menu , it ""s"" an even greater deal .",pre-theatre menu,positive
"I go back in line like three times on average until I ca ""nt"" walk anymore .",line,negative
THE BIG COMPLAINT : NO TOASTING AVAILABLE .,TOASTING,negative
"We saw them heating up at least one frozen item though I ""m"" not sure which dim sum dish it was .",dim sum dish,negative
"Consequently , their burgers fell apart in their hands and made such a mess that they did ` nt feel like finishing them .",burgers,negative
My son and his girlfriend both wanted cheeseburgers and they were huge !,cheeseburgers,positive
I really recommend the very simple Unda (Egg) rolls .,Unda (Egg) rolls,positive
Very good wine choices .,wine choices,positive
"This is the only Thai place I go too in NYC , it ""s"" wonderful , and live relaxed Jazz on certain nights .",Jazz,positive
"I had never had Edamame pureed before but I thought it was innovative and tasty -LRB- could ""ve"" used a bit more salt -RRB- .",Edamame pureed,positive
"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible , reaching for sunglasses .",spot lights,negative
"Veal Parmigana - Better than Patsy ""s"" !",Veal Parmigana,positive
"Sake collection was excellent -LRB- Try Nanbu Bijin -RRB- , but pricy .",Nanbu Bijin,positive
"I was ""nt"" there for the Half-Price Saturday Night Special , but Tuesday Night .",Half-Price Saturday Night Special,neutral
My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town .,Christmas dinner,neutral
"I ""m"" partial to the Gnocchi .",Gnocchi,positive
"I ca ""nt"" believe people complain about no cheese sticks ?",cheese sticks,neutral
I have to say they have one of the fastest delivery times in the city .,delivery times,positive
"In fact , this was not a Nicoise salad and was barely eatable .",Nicoise salad,negative
The portions of the food that came out were mediocre .,portions of the food,neutral
"the two ""waitresss"" looked like they had been sucking on lemons .","""waitresss""",negative
THE LASAGNA WAS PROBABLY THE BEST I HAVE TASTED .,LASAGNA,positive
Harumi Sushi has the freshest and most delicious array of sushi in NYC .,array of sushi,positive
Two wasted steaks -- what a crime !,steaks,negative
I think the meatball parm is good .,meatball parm,positive
"If you want good tasting , well seasoned latin food eat at Cabana and you ca ""nt"" go wrong .",latin food,positive
Definitely try the taglierini with truffles - it was incredible .,taglierini with truffles,positive
The gnocchi literally melts in your mouth !,gnocchi,positive
Meal was very expensive for what you get .,Meal,negative
The spicy mussels are a highlight .,spicy mussels,positive
"Also get the Onion Rings -- best we ""ve"" ever had .",Onion Rings,positive
the mushroom barley soup is amazing .,mushroom barley soup,positive
Their duck here is also absolutely delicious .,duck,positive
One caveat : Some of the curried casseroles can be a trifle harsh .,curried casseroles,negative
I never had an orange donut before so I gave it a shot .,orange donut,neutral
This particular location certainly uses substandard meats .,meats,negative
The Management was less than accomodating .,Management,negative
The design is very intimate and romantic .,design,positive
"Stay with the roasted chickens and you ""ll"" be fine .",roasted chickens,positive
The steak melted in my mouth .,steak,positive
I asked for a simple medium rare steak .,steak,neutral
i dont know what some people who rave about this hot dog are talking about .,hot dog,negative
The folding chair I was seated at was uncomfortable .,folding chair,negative
The fettucino alfredo was amazing .,fettucino alfredo,positive
"I highly reccomend the grand marnier shrimp , it ""s"" insanely good .",grand marnier shrimp,positive
It had been awhile and I forgot just how delicious crepes can be .,crepes,positive
i had a delicious shrimp creole .,shrimp creole,positive
The chicken dinner was real good .,chicken dinner,positive
Beware of the chili signed food items not unless you want to call the fire department to douse the flames in your mouth .,chili signed food items,negative
The avocado salad is a personal fave .,avocado salad,positive
"And , the honey BBQ rib tips are yummy !",honey BBQ rib tips,positive
this without question is one of the worst hotdogs i have ever had .,hotdogs,negative
I also recommend the garlic knots .,garlic knots,positive
their dinner specials are fantastic .,dinner specials,positive
Food portion was SMALL and below average .,Food portion,negative
Sit back in one of those comfortable chairs .,chairs,positive
"Also , the chick peas with shrimp (appetizer) is divine .",chick peas with shrimp (appetizer),positive
We ordered lamb which was perfectly cooked and tasted awesome .,lamb,positive
i especially like their soft shell crab sandwich with fries .,soft shell crab sandwich with fries,positive
"if you ""re"" looking for authentic hong kong-style food , look no further .",hong kong-style food,positive
Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful ?,Malted Milk Ball Gelato,positive
A con was the slow bar service .,bar service,negative
"Yum , the chicken is great here .",chicken,positive
The host (owner) and servers are personable and caring .,host (owner),positive
I usually get one the Vietnamese Beef Noodle Soup .,Vietnamese Beef Noodle Soup,neutral
"I ""m"" in love with the lobster ravioli !",lobster ravioli,positive
I went to Kitchenette this weekend for brunch .,brunch,neutral
I went to Common Stock for brunch and I was so impressed .,brunch,neutral
"Then they somehow made a dry and burnt crust , around a raw and cold inside .",crust,negative
Average cake thats been courted by a LOT of hype .,cake,negative
"the icing MADE this cake , it was fluffy , not ultra sweet , creamy and light .",cake,positive
THE SERVICE IS PERFECT TOO NOTHING WRONG IN THIS ITALIAN/FRENCH RESTAURANT,SERVICE,positive
The $ 72 Delmonico steak had to be sent back because it was not cooked to order .,Delmonico steak,negative
You must try the garlic soup !,garlic soup,positive
"The ""pizzas"" are made fresh , crispy , and ready to serve .","""pizzas""",positive
"El Nidos one of the best restaurants in New York which I ""ve"" ever been to , has a great variety of tasty , mouth watering ""pizzas"" .","""pizzas""",positive
Go for the Seafood Paella for two .,Seafood Paella for two,positive
I recommend any of their salmon dishes ... .,salmon dishes,positive
The foie gras was sweet and luscious .,foie gras,positive
but their mac cheese was YUMMY !,mac cheese,positive
their brunch menu had something for everyone .,brunch menu,positive
jazz singer had a nice voice + she made us all get up to dance to shake some cals to eat some more .,jazz singer,positive
The downstairs bar scene is very cool and chill ...,downstairs bar scene,positive
"I ""ve"" come here for casual lunches as well as for a friend ""s"" birthday and I always enjoy myself .",casual lunches,neutral
If you are a Tequila fan you will not be disappointed .,Tequila,positive
Not to sound too negative but be wary of the delivary .,delivary,negative
"Save room for deserts - they ""re"" to die for .",deserts,positive
last Tuesday for a late lunch with a friend .,late lunch,neutral
Another friend had to ask 3 times for parmesan cheese .,parmesan cheese,neutral
The quality of the meat was on par with your local grocery store .,quality of the meat,negative
Go here if you want fresh and tasty salads of any type you can imagine .,salads,positive
THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS .,WAITERS,neutral
IT WAS OUR ONLY OPPORTUNITY TO VISIT AND WANTED AN AUTHENTIC ITALIAN MEAL .,ITALIAN MEAL,neutral
Ask for the round corner table next to the large window .,round corner table next to the large window,positive
The lack of AC and the fact that there are a million swarming bodies -LRB- although everyone is polite and no one is pushing -RRB- is a slight turn off .,AC,negative
"Did ""nt"" seem like any effort was made to the display and quality of the food .",display and quality of the food,negative
Good for a quick sushi lunch .,sushi lunch,positive
The french fries -- with the kalmata dip were terrific !,french fries -- with the kalmata dip,positive
The boutique selection of wines covers a wide variety without being imposeing .,boutique selection of wines,neutral
"but for the value , it was a great affordable spot to enjoy a fun night out with small group .",value,positive
"The cold sesame noodles , which are a freebie when you order $ 10 + , are delectable .",cold sesame noodles,positive
"My gf ""s"" duck confitte was very solid as well , although i have little base of reference .",duck confitte,positive
"Tables are close , so you better be comfortable bumping elbows with other patrons .",Tables,negative
"Not too much so , but enough that there ""s"" a great scene .",scene,positive
Dug the blue bar area too .,blue bar area,positive
"I got the opportunity to dine at your establishment again a few weeks ago , I was in your upstrairs dining area .",upstrairs dining area,neutral
The pastas were pretty good .,pastas,positive
Atmosphere is a bore .,Atmosphere,negative
The caeser salad was great .,caeser salad,positive
The fried calamari was even better !,fried calamari,positive
I recomend the chicken milanese .,chicken milanese,positive
"Not only do they have the best escargot in town , they always try to accomodate our toddler .",escargot,positive
"Finally a curry that I can eat , enjoy and not suffer from gastritis from 3 hours later .",curry,positive
Try the homemade breads .,homemade breads,positive
It also has lots of other Korean dishes that are affordable and just as yummy .,Korean dishes,positive
I went for restaurant week and ordered off the prix fixe menu,prix fixe menu,neutral
good variety but nothing surprising .,variety,positive
"The closest that I got was the Cherry Marscapone , but they were out of it that day .",Cherry Marscapone,neutral
"The decoration was feeling like we was on the Cairo , actually the street is part of that adventure .",decoration,positive
Bring your date and a bottle of wine !,bottle of wine,neutral
"Being Puerto Rican I know a thing or two about flan and this place serves one of the best -LRB- I hope Mom does ""nt"" read this ! -RRB- .",flan,positive
Can be a bit busy around peak times because of the size .,size,negative
We were seated promptly in close proximity to the dance floor .,dance floor,neutral
"If you are here as a pre-show meal , hop in a cab and take the extra 10 minutes to go to the uptown location .",pre-show meal,neutral
"And all the [female] servers are cute too , which is always nice .",female] servers,positive
