text,aspect,sentiment
"huge storage space , i loaded my entire collection of music , which is nt that much , 400 songs , and still have 26 gb , out of the 28 provided to you .","storage, space",positive
"huge storage space - even at 320kbs , you can store a ton of songs on this thing .","storage, space",positive
also love waking up to music with attached speakers .,"waking, up",positive
you need the software to actually transfer files,"transfer, files",negative
"surfing the web on it is nice as well , i just wish there were more wap pages available .",surfing,positive
the only problem that i have found with the internet service is that it does not access mls ( real estate broker software ) very well at all .,"internet, service",negative
"i purchased two of these players for christmas gifts , and both were bad .",players,negative
but canon never fails to amaze .,canon,positive
i had no problems following their installation instructions .,"installation, instructions",positive
"but after 10 days , the sound worked , but the video quit working .",video,negative
it is made of plastic .,made,negative
"after a lengthy and extensive journey for a feature - loaded , high performance , travel size camera , i initially gravitated to this little gem because of the superior picture quality 4 mega pixel .","picture, quality, 4, mega, pixel",positive
and for those that are intrested the recharger works anywhere in the world ( and is quite small ) .,recharger,positive
the front cover can pop off easily but i always have mine in the case so i did n't notice after first day .,"front, cover",negative
"the one other thing i observed while i had the nomad is that the front cover , which is taken off to have access to the battery , seemed to come undone very easily .","front, cover",negative
it surpasses my greatest expectations in a 4mp camera ..,"4mp, camera",positive
another good thing is that this camera seems to introduce much less noise in dark places than others i ' ve seen .,noise,positive
"well ASPECT#1s are never great , and there was still a lot of noise .",noise,negative
one of the best cell phones i have ever used to - date .,"cell, phones",positive
i selected the 4300 right away and have gotten high quality pictures every time .,"quality, pictures",positive
"on average , indoor shots with a flash are not quite as good as 35 mm .","indoor, shots",negative
it has fm radio option and i can listen to music anytime .,"fm, radio, option",positive
it is exceedingly simple to navigate around in this device .,navigate,positive
this makes no sense and sort of defeats the purpose of audio bookmarks .. .,"audio, bookmarks",negative
but for now it appears that this player does n't play well with itunes .,itunes,negative
it 's great to switch to spot metering and actually see it working on the lcd screen .,"spot, metering",positive
"the on - off button feels somewhat flimsy , and has an awkward , tiny little lock - out button that needs to be depressed to turn on the camera .","lock, -, out, button",negative
the zen has minimal stoppage between tracks ; when listening to music that continues from one track to the next the gap is just a hesitation - a slightly audible click ; if i am not listening for the progress from one track to the next i do n't even notice the click .,stoppage,positive
"output through component connections looks very good , on my non - hd tv .",output,positive
"output went black and white only via both s - video and composite connections , and with no v - hold .",output,negative
"the canon computer software ASPECT#2d to download , sort , upload and manage your digital pictures on the computer is very nice and very easy to use .","canon, computer, software",positive
"however , i do n't like to carry it on my belt because the clip is n't secure and the case can slip off .",clip,negative
"despite this minor disappointment , i highly recommend the canon g3 anyone who is serious about digital photography .","canon, g3",positive
"simply , the canon g3 is the best digital camera out there today at this price point .","canon, g3",positive
i bought my canon g3 about a month ago and i have to say i am very satisfied .,"canon, g3",positive
"the zen is an outstanding way to shuttle music between sources , you can ' t do this on the ipod ( except for a cumbersome work - around using the ipod as a hard drive instead of a player ) .","shuttle, music",positive
the scroll bar problems make the task of creating playlists more frustrating .,"scroll, bar, problems",negative
the vibrate setting is loud !,"vibrate, setting",negative
c ) the scroll bar is a travesty -- enough said,"scroll, bar",negative
the scroll bar is a bit of a pain .,"scroll, bar",negative
3/4 way through the first disk we played on it ( naturally on 31 days after purchase ) the dvd player froze .,"dvd, player, froze",negative
it does well in all aspects of internet browsing .,"internet, browsing",positive
i love the storage in this thing .,storage,positive
"12 ) big storage - my entire cd collection in one small device ( 5717 songs , 491 albums and counting ) !",storage,positive
"with 40 gb of storage i have about 7,500 songs on the player ( everything music file i have is on there ) with room for about 2,500 more .",storage,positive
when talking the voice is not very clear .,voice,negative
it does not have an auto - focus assist light which is nice for taking shots in low - light situations it allows the camera to focus in low light .,"auto, -, focus, assist, light",negative
"so easy to set up , had some problems with my archos .","set, up",positive
set up was easy and we enjoyed it for just over a week .,"set, up",positive
2 ) storage capacity,"storage, capacity",positive
the storage capacity is great for me --,"storage, capacity",positive
the storage capacity is great .,"storage, capacity",positive
"the auto - focus performs well , but i love having the 12 optional ASPECT#2s - they are dummy - proof , and correspond to many situations in which i would actually seek to use the camera .","auto, -, focus",positive
the keys are laid out normal so there is no guessing .,keys,positive
"i like the nomad 's color better , but it 's not terribly flashy .",color,positive
the other thing i do n't like about this 2600 is that it makes the color look over saturated .,color,negative
"otherwise , it takes very good ASPECT#1s ; shutter delay is n't so bad either .","shutter, delay",positive
"sunset feature takes incredible pics in the morning , and the evening !","sunset, feature",positive
"the ringtones included are awesome , and did i mention they were polyphonic ?",ringtones,positive
"m3u files are used by most mp3 players like musicmatch and winamp , but not creative - without notmad you need to manually recreate your playlists ) ; it does n't care what software you use to rip or catalog your music - creative or any other company - all my 12.5 gb of music were transferred to the zen with correct tags - hooray !",notmad,positive
- uploading music is quick and easy .,"uploading, music",positive
the movie mode is also working great .,"movie, mode",positive
the light auto - correction is awesome .,"light, auto, -, correction",positive
the image quality is excellent .,"image, quality",positive
"even better , with the optional headset you can listen to music over the integrated radio .","optional, headset",positive
3 ) 4x zoom is nice,"4x, zoom",positive
the most recent is that it will stop responding to the on / off button .,"on, /, off, button",negative
"remote buttons are small and closely spaced , especially with the menu buttons .","remote, buttons",negative
"i bought it for my trip to beunos aires , and also used it at the iguazu falls , and could not have asked for more perfect performance !",performance,positive
"4 .the zen * stores * data files , but does not allow a folder structure nor does it allow documents to be opened or programs to be launched from its disk ( they must be copied to another hard drive to be launched ) .","folder, structure",negative
the cons are n't really a big deal to me ... except one con that does annoy me is the way it stores files ... no folder structure ... and it 's based on the title of the songs ... many of my songs where seperated into folders ( on the pc ) ... and a few had same titles ... so i had to change the titles to make sure that i did n't have any that might be the same as another .,"folder, structure",negative
"basic usage is easy , but the remote has a lot of buttons that i have n't used .","basic, usage",positive
i did buy the notmad software a week ago and found that a vast improvement .,"notmad, software",positive
given that i already have the zen the only reason i am happy with it is because of the notmad software .,"notmad, software",positive
"3 the picture editing software it came with is adequate , but not very robust .","picture, editing, software",negative
3 ) folders can not be created for the audio files .,folders,negative
"the zen does n't support folders so it is not really a storage device ; even with third party software that "" creates "" folders , documents and programs can ' t be launched from the zen , so it is not a hard disk , it 's a storage device at best .",folders,negative
replacement battery is $ 50 compared to ipod 's $ 150 .,"replacement, battery",positive
"the zennx will keep running for the price of a replacement battery , just like any other battery - powered appliance .","replacement, battery",positive
"having spent considerable time with professional video gear , i find onscreen displays annoying .","onscreen, displays",negative
"the 6610 excels as a cell phone , thank god .","cell, phone",positive
"flash - as with all built - in flashes in small cameras , you get overilluminated main subjects with depth being lost .","built, -, in, flashes",negative
the pc sync feature is superb that comes with nokia pc suite software ( with data cable or infrared port or bluetooth ) .,"pc, sync, feature",positive
i have tried many times to get a hold of apex who does n't seem to answer their emails and telephone number is constantly busy as ( i believe ) the one lonely customer service rep is probably extremely overworked .,"customer, service, rep",negative
i found it very useful for transferring large files to another computer .,transferring,positive
"operating its many features is easy and often obvious - i ' m no annie lebovitz , but i was able to figure out most of its abilities just messing around with it at a camera store .",operating,positive
"nice palm sized unit , somewhat bigger then the ipod but not an issue if you 're not going to try & jog with it or something .",sized,positive
"in all fairness , customer reps are very nice , and they ( most of them ) try hard to answer your questions .","customer, reps",positive
i felt better with this one since it had the shuffle feature and i ' m not too keen on www.ipodsdirtysecret.com .,"shuffle, feature",positive
c. i do love audio sync which allows a one - click synchronization between the player and the music collection on the computer .,"audio, sync",positive
"i tried calling the support number for a week , several times a day , and always got a busy signal .","support, number",negative
the vibration is not top .,vibration,negative
"technology wise , i think this is awesome plus the speaker makes it even great ! ! ! ! i love this phone ! ! !",speaker,positive
"it is just a tad small to hold to your ear with your shoulder , but that is solved with the very comfortable handsfree ear - piece which is included .","ear, -, piece",positive
i did n't read a thing about how to operate it -- it was just intuitive .,operate,positive
7 ) some people have problems with the flip switch on the bottom that releases the player cover - has not been an issue for me and is immaterial if you use the case as the case covers the switch .,"flip, switch",positive
"( i knew this before hand , and it is not that bad ) there is no tiff format .","tiff, format",negative
"and also , it 's priced very affordably .",priced,positive
i also liked the fact that you can save custom playlist you made on the player not just the computer !,playlist,positive
finally you will read a post somewhere that all codes are useless for the apex 2600 .,codes,negative
"the catch with the canon g3 camera , ( and perhaps all of digital cameras ) is that its unresponsiveness will cause you to miss precious shots .",unresponsiveness,negative
creating playlists using the included software to minimize issue 3 was n't as easy as i would have liked .,"creating, playlists",negative
"the player hangs up on file transfer every once - in - a - while , prompting a reset .","file, transfer",negative
6 the nikon coolpix line is a well - established line so you know support and parts are going to be available even when nikon releases a newer model .,"nikon, coolpix, line",positive
the 6610 has the radio function which is utterly useless .,"radio, function",negative
please consider this much superior piece of equipment before plopping down half a grand for an ipod .,equipment,positive
"- equipment included is average , but that is n't a big deal since that s not what you are buying it for .",equipment,positive
"relative to what i can easily achieve with external flash on my nikon slr , the internal flash on the g3 produces harsh , flat ASPECT#2s with ugly hot spots .","internal, flash",negative
11 ) minimal pause between songs - less than that on other devices - good achievement for a hard - drive based player,pause,positive
i called apex 's support number numerous times but it just kept ringing .,support,negative
"the tiny ( postage - stamp sized ) remote unit is wonderful : not only does it trigger the shutter , it can also be used to zoom and review pictures .","remote, unit",positive
has 4x optical zoom which is higher than any other in the same price range .,"4x, optical, zoom",positive
"2 ) music organization is based on id3 ( by genre , artist , album , etc . ) and this can be a problem for older downloaded music files with missing or incorrect id3 information .",id3,negative
"it does have a lense cap , but it wo n't let you take pics with it on which is real good .","lense, cap",positive
"its speakerphone option allows us to do long talks conveniently , lying on bed & # 38 ; phone lying by your pillowside .","speakerphone, option",positive
9 ) wake - up feature that allows you to set up the player to wake up and play selected music at a specified time .,"wake, -, up, feature",positive
9 3x built - in optical zoom is a lot for this price range .,"3x, built, -, in, optical, zoom",positive
in my opinion the worst issue on this phone is the side - mounted volume control .,"volume, control",negative
"it 's not a listed feature but , the one thing that sold the unit is that it plays mpeg video .","plays, mpeg, video",positive
"i only have one complaint , and that is the 8 mb card included .","8, mb, card",negative
"what got me to buy was the reviewer that said it would play dvd - rs fill of files ( e. , mp3s ) .","dvd, -, rs",positive
newbies will find the full auto setting will give them perfect pictures right out of the box .,"auto, setting",positive
the auto setting does a great job most of the time but there are manual settings for those who want them .,"auto, setting",positive
- the flywheel you use for most of the navigation was n't in tightly and it was uneven as far as the amount of pressure to make it engage .,flywheel,negative
it receives very nice mms pictures from other gsm phones .,"mms, pictures",positive
"b ) the lens cover is surely loose , i already accidently finger - printed the len a few times , and au lens tigt and cause potential damage .","lens, cover",negative
"i have n't had time to really push this player to the limit , but audio aspects on the nomad are satisfactory , as should be expected from creative labs .","audio, aspects",positive
"the macro mode is exceptional , the ASPECT#2s are very clear and you can take the pictures with the lens unbelievably close the subject .","macro, mode",positive
"after we discovered the problems , we tried to contact apex ( fkor 3 months ) , but we never got in touch with them.the customer support telephone number is always busy , and they do not answer their web customer support .","customer, support, telephone, number",negative
"i know this unit will have problems in the future and the $ 40 for the 2 year "" no questions asked "" replacement warranty will be worth it , since creative will only warrant it for 90 days - which in itself is totally ridiculous !","replacement, warranty",negative
b. fast mediasource cd ripping - takes about 40 seconds for a cd on my pentium 4 pc ( 2.4 ghz with 1 gb ram ) with 52x drive .,"mediasource, cd, ripping",positive
you can see the lens barrel in the view - finder .,"view, -, finder",negative
"2 the camera is so small that when you attach some lenses i have the 19 mm wide - angle -- wc - e 68 , the optical viewfinder is partially obscured .","optical, viewfinder",negative
the black fly wheel feels pretty cheap & is uncomfortable to use .,"fly, wheel",negative
i did not want to have high expectations for this apex player because of the price but it is definitely working out much better than what i would expect from an expensive high - end player .,"apex, player",positive
"they 're pretty comfortable , stay in place and deliver a decent audio quality .","audio, quality",positive
. this camera keeps on autofocussing in auto mode with a buzzing sound which can ' t be stopped .,"auto, mode",negative
"i love all of the ASPECT#1s , and presets as well .",presets,positive
oh ... and file transfers are fast & easy .,"file, transfers",positive
"the fact that the "" 0 "" key is the space key for text input is a bit confusing , as many phones use the "" # "" key instead .",key,negative
the aff feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal .,"aff, feature",positive
night mode is clear as day .,"night, mode",positive
the functionality on this camera is mind - blowing .,functionality,positive
the dvd door would scratch the top of the disc every time it closed .,"dvd, door",negative
being a creative product the playback quality is unbeatable .,"playback, quality",positive
apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy .,"customer, service, line",negative
even leaving it on the default setting ( without the eax enhancements ) produces crystal clear playback .,playback,positive
"you feel like you are holding something of substance , not some cheap plastic toy .",feel,positive
"the internet functions of the phone - wap and gprs - will only work through t - mobile 's services , because they have deleted the menu options that would enable you to configure the phone to be used on a different network .","internet, functions",negative
"the cd ripping to mp3 is so easy , and you can even rip the cd directly to the mp3 player , so it wo n't take up space on your pc hard drive .","cd, ripping",positive
"the zoom goes up and down in magnification , which is nice , but there is always a display of the zoom size about one - quarter of the way down from the top of the screen that interferes with viewing at most settings .",zoom,negative
"the build quality shows why its so cheap - small scratches on the base plate , something that you would n't see on a sony and an overall plasticky feel","build, quality",negative
creative labs customer support website is useless .,"customer, support, website",negative
"within a year , there are problems with my menu dial knob .","menu, dial, knob",negative
"the zooming lever is shaky , i hope it does not operate mechanically , otherwise you 'll feel uneasy .","zooming, lever",negative
the little jog dial seems weak and quirky and i hope i do n't figure out a way to break it .,"jog, dial",negative
"the other day when i was listening to a song , it locked up and will not do anything now .","locked, up",negative
"also , the lens cap design is flawed .","lens, cap, design",negative
"even at the "" normal "" setting , a 8x10 print ! shows not a single sign of visible rendering or pixels - you could never tell that the picture has been taken by a "" digital "" .",print,positive
"one downside : as of this writing , t - mobile has n't updated their t - zone system to fully support the 6610 .","t, -, zone, system",negative
another reason i got it is because you can put wma files on it .,"wma, files",positive
"the front door is miss aligned on my unit and you have to manually life it up just so slightly for the door to close , a very annoying thing after ahwile .","front, door",negative
fm receiver - it has none .,"fm, receiver",negative
"but at the same time , it takes wonderful ASPECT#1s very easily in "" auto "" mode , so that even an average joe like me can use it !",mode,positive
